source_id,source_subject,source_text,target_subject,target_domain,target_text,target_mappings
132,What do lungs do?,"You breathe oxygen into your body through the nose or mouth.
The oxygen travels to the lungs through the windpipe.
The air sacs in the lungs send the oxygen into the blood stream.
The carbon dioxide in the blood stream is transferred to the air sacs.
The lungs expel through the nose or mouth back into the environment.",How does a heating system works?,Mechanical Engineering,"Heat enters a furnace.
The heat is transferred to the water in the pipes.
The heated water travels through the pipes to the radiators.
The radiators release the heat into the environment.
The cooled water is returned to the furnace to be heated again.","Oxygen : Heat
Lungs : Furnace
Windpipe : Pipes
Air sacs : Radiators
Blood stream : Environment
Carbon dioxide : Cooled Water"
132,What do lungs do?,"You breathe oxygen into your body through the nose or mouth.
The oxygen travels to the lungs through the windpipe.
The air sacs in the lungs send the oxygen into the blood stream.
The carbon dioxide in the blood stream is transferred to the air sacs.
The lungs expel through the nose or mouth back into the environment.",How does a chemical reaction work?,Chemical Engineering,"Chemicals enter a reaction vessel.
The vessel is heated to a certain temperature.
The chemicals react together to form a product.
The product is then separated from the reaction vessel and collected.
The byproducts are then expelled from the reaction vessel.","Oxygen : Chemicals
Windpipe : Reaction Vessel
Air sacs : Heated Temperature
Blood stream : Product
Carbon dioxide : Byproducts"
132,What do lungs do?,"You breathe oxygen into your body through the nose or mouth.
The oxygen travels to the lungs through the windpipe.
The air sacs in the lungs send the oxygen into the blood stream.
The carbon dioxide in the blood stream is transferred to the air sacs.
The lungs expel through the nose or mouth back into the environment.",How does a telescope filter light?,Physics,"Light enters a telescope.
The light travels through the lenses of the telescope, where unwanted reflections are filtered out.
The clear image then exits the telescope and is seen by the observer.
The filtered reflections are discarded and do not continue on in the image.
The filtered image is now ready for viewing.","Oxygen : Light
Nose or mouth : Telescope
Windpipe : Lenses
Air sacs : Unwanted Reflections
Blood stream : Observer
Carbon dioxide : Filtered Reflections
Lungs : Filtered Image"
132,What do lungs do?,"You breathe oxygen into your body through the nose or mouth.
The oxygen travels to the lungs through the windpipe.
The air sacs in the lungs send the oxygen into the blood stream.
The carbon dioxide in the blood stream is transferred to the air sacs.
The lungs expel through the nose or mouth back into the environment.",What do plants do?,Biology,"A seed takes in water and nutrients through the roots.
The water and nutrients travel to the stem and leaves.
The stem and leaves use the water and nutrients to create energy and grow.
The energy is then used to create new cells.
The excess water and nutrients are then expelled back into the soil.","Oxygen : water and nutrients
Lungs : roots
Air sacs : stem and leaves
Blood stream : soil
Carbon dioxide : excess water and nutrients"
132,What do lungs do?,"You breathe oxygen into your body through the nose or mouth.
The oxygen travels to the lungs through the windpipe.
The air sacs in the lungs send the oxygen into the blood stream.
The carbon dioxide in the blood stream is transferred to the air sacs.
The lungs expel through the nose or mouth back into the environment.",How does a catalytic reaction work?,Chemistry,"A chemical reaction generates heat.
The heat causes the reactants to move through the solution.
The reactants pass through the catalyst where their reactivity is increased.
The catalyst decreases the activation energy of the reaction.
The reaction products are then released from the catalyst and the reaction is complete.","Oxygen : Reactants
Lungs : Solution
Air Sacs : Catalyst
Blood Stream : Activation energy
Carbon Dioxide : Reaction Products"
135,How do bats use echolocation?,"Bats fly through an area.
The bat makes sounds with their mouth or nose.
The sound waves travel away from the bat.
The sound waves hit objects.
The sound waves bounce off the objects back towards the bat.
The bat hears the sound waves echoing off the objects.
The bat knows where the objects are because of where the sound echoed from.
The bat doesn't hurt itself by hitting the objects.",How does radar work?,Electrical Engineering,"A transmitter sends out electromagnetic waves.
The waves travel away from the transmitter.
The waves hit objects.
The waves bounce off the objects back towards the transmitter.
The receiver hears the waves echoing off the objects.
The receiver knows where the objects are because of where the wave echoed from.
The receiver can avoid the objects.","bats : transmitter
sound waves : electromagnetic waves
echoes : echoes"
135,How do bats use echolocation?,"Bats fly through an area.
The bat makes sounds with their mouth or nose.
The sound waves travel away from the bat.
The sound waves hit objects.
The sound waves bounce off the objects back towards the bat.
The bat hears the sound waves echoing off the objects.
The bat knows where the objects are because of where the sound echoed from.
The bat doesn't hurt itself by hitting the objects.",How does a car use radar to navigate?,Mechanical Engineering,"A car navigates through an area.
The car sends out a radar signal.
The signal travels away from the car.
The signal hits objects such as walls or other cars.
The signal bounces off the objects back towards the car.
The car receives the signal echoed off the objects.
The car knows where the objects are because of where the signal echoed from.
The car doesn't collide with the objects.","Bats : car
Sound waves : radar signal
Objects : walls or other cars
Echolocation : radar"
135,How do bats use echolocation?,"Bats fly through an area.
The bat makes sounds with their mouth or nose.
The sound waves travel away from the bat.
The sound waves hit objects.
The sound waves bounce off the objects back towards the bat.
The bat hears the sound waves echoing off the objects.
The bat knows where the objects are because of where the sound echoed from.
The bat doesn't hurt itself by hitting the objects.",How can sound waves be used to analyze a chemical reaction?,Chemical Engineering,"Chemical reactions happen in a beaker.
A sound wave is generated and sent into the beaker.
The sound wave reflects off the molecules in the beaker.
The sound wave echoes back to the source, providing information about the molecules in the beaker.
This information can be used to determine the composition and concentration of the molecules.","bats : sound wave
echolocation : sound wave reflection
objects : molecules"
135,How do bats use echolocation?,"Bats fly through an area.
The bat makes sounds with their mouth or nose.
The sound waves travel away from the bat.
The sound waves hit objects.
The sound waves bounce off the objects back towards the bat.
The bat hears the sound waves echoing off the objects.
The bat knows where the objects are because of where the sound echoed from.
The bat doesn't hurt itself by hitting the objects.",How does a satellite use radio waves to map the Earth's surface?,Physics,"A radio wave is sent out from a satellite.
The radio wave travels through the atmosphere.
When the wave hits an object, the wave is reflected back.
The satellite receives the reflected wave and calculates the position of the object based on the time it takes for the wave to return.
This technique is used to map the Earth's surface.","Bats : Satellite
Sound waves : Radio Wave
Objects : Earth's surface
Echolocation : Reflected wave"
135,How do bats use echolocation?,"Bats fly through an area.
The bat makes sounds with their mouth or nose.
The sound waves travel away from the bat.
The sound waves hit objects.
The sound waves bounce off the objects back towards the bat.
The bat hears the sound waves echoing off the objects.
The bat knows where the objects are because of where the sound echoed from.
The bat doesn't hurt itself by hitting the objects.",How do birds use celestial navigation?,Biology,"Birds migrate through an area.
The bird uses the stars and the sun to determine their direction.
The bird uses the angle of the sun and the stars in the sky to calculate their latitude and longitude.
The bird can then use this information to determine their location and direction, allowing them to migrate safely to their destination.","Bats : Birds
Sounds : Stars and Sun
Objects : Angle of Sun and Stars in the Sky
Echo : Calculate Latitude and Longitude"
135,How do bats use echolocation?,"Bats fly through an area.
The bat makes sounds with their mouth or nose.
The sound waves travel away from the bat.
The sound waves hit objects.
The sound waves bounce off the objects back towards the bat.
The bat hears the sound waves echoing off the objects.
The bat knows where the objects are because of where the sound echoed from.
The bat doesn't hurt itself by hitting the objects.",How does a spectrophotometer measure the rate of a chemical reaction?,Chemistry,"A chemical reaction is taking place in a beaker.
A light is shone onto the beaker.
Some of the light is absorbed by the reactants in the beaker,
causing them to emit photons of light of a different wavelength.
These emitted photons are collected by a detector and are used to determine the rate of the reaction.","Bats : Chemical reaction
Sound waves : Light
Objects : Reactants
Echo : Emitted photons"
139,How do the lungs work?,"Air enters the nose or mouth and travels through the windpipe into the lungs.
The lungs have a series of smaller and finer tubes and sacs.
Air reaches the smallest and finest air sacs called alveoli.
Oxygen travels from the alveoli into the blood.
Oxygen-rich blood is carried to the heart.
Oxygen-rich blood is pumped throughout the body by the heart.
Cells take in the oxygen rich blood and release carbon dioxide rich blood.
The carbon dioxide rich blood travels to the lungs.
Carbon dioxide travels through the throat and is exhaled.",How does an electrical circuit works?,Electrical Engineering,"An electrical circuit consists of a power source, wires, and a resistor.
The power source provides a voltage to the circuit.
The voltage causes electrons to flow through the wires.
The resistor acts as a barrier, reducing the voltage as the electrons pass through.
The lower voltage is sent to the end of the circuit, where it is used to power a device.","Air : Voltage
Windpipe : Wires
Alveoli : Resistor
Oxygen-rich Blood : Lower Voltage
Heart : End of the Circuit
Carbon Dioxide-rich Blood : Device"
139,How do the lungs work?,"Air enters the nose or mouth and travels through the windpipe into the lungs.
The lungs have a series of smaller and finer tubes and sacs.
Air reaches the smallest and finest air sacs called alveoli.
Oxygen travels from the alveoli into the blood.
Oxygen-rich blood is carried to the heart.
Oxygen-rich blood is pumped throughout the body by the heart.
Cells take in the oxygen rich blood and release carbon dioxide rich blood.
The carbon dioxide rich blood travels to the lungs.
Carbon dioxide travels through the throat and is exhaled.",How does a water pump system work?,Mechanical Engineering,"A pump draws water from a reservoir into a pipe.
The water then travels through a series of smaller and finer pipes and valves.
The water eventually reaches the smallest and finest valve, where the pressure is regulated.
The regulated water is then sent to the destination.
The destination pumps the water through a series of pipes or hoses, delivering it to its destination.
The water is then returned to the reservoir via the same pipes or hoses.","Air : Water
Nose/Mouth : Reservoir
Windpipe : Pipe
Lungs : Pipes and Valves
Alveoli : Smallest and Finest Valve
Heart : Destination
Oxygen-Rich Blood : Regulated Water
Carbon Dioxide-Rich Blood : Water Returned to Reservoir"
139,How do the lungs work?,"Air enters the nose or mouth and travels through the windpipe into the lungs.
The lungs have a series of smaller and finer tubes and sacs.
Air reaches the smallest and finest air sacs called alveoli.
Oxygen travels from the alveoli into the blood.
Oxygen-rich blood is carried to the heart.
Oxygen-rich blood is pumped throughout the body by the heart.
Cells take in the oxygen rich blood and release carbon dioxide rich blood.
The carbon dioxide rich blood travels to the lungs.
Carbon dioxide travels through the throat and is exhaled.",How does a chemical reactor works?,Chemical Engineering,"A chemical reaction occurs in a reactor vessel.
The reactants are fed into the vessel, where they mix and react.
The reaction product is then sent to a separator, where the desired components are separated from the unwanted components.
The desired components are then sent to a purification step, where any remaining impurities are removed.
The final product is then collected and stored for future use.","Air : Reactants
Windpipe : Reactor Vessel
Alveoli : Separator
Oxygen-rich blood : Desired Components
Carbon dioxide-rich blood : Unwanted Components
Throat : Purification Step
Exhaled air : Final Product"
139,How do the lungs work?,"Air enters the nose or mouth and travels through the windpipe into the lungs.
The lungs have a series of smaller and finer tubes and sacs.
Air reaches the smallest and finest air sacs called alveoli.
Oxygen travels from the alveoli into the blood.
Oxygen-rich blood is carried to the heart.
Oxygen-rich blood is pumped throughout the body by the heart.
Cells take in the oxygen rich blood and release carbon dioxide rich blood.
The carbon dioxide rich blood travels to the lungs.
Carbon dioxide travels through the throat and is exhaled.",How does a telescope filter light?,Physics,"Light enters a telescope.
The light travels through the lenses of the telescope, where unwanted reflections are filtered out.
The clear image then exits the telescope and is seen by the observer.
The filtered reflections are discarded and do not continue on in the image.
The filtered image is now ready for viewing.","Air : Light
Nose or Mouth : Telescope
Windpipe : Lenses
Alveoli : Unwanted Reflections
Blood : Filtered Reflections
Heart : Observer
Carbon Dioxide : Filtered Image"
139,How do the lungs work?,"Air enters the nose or mouth and travels through the windpipe into the lungs.
The lungs have a series of smaller and finer tubes and sacs.
Air reaches the smallest and finest air sacs called alveoli.
Oxygen travels from the alveoli into the blood.
Oxygen-rich blood is carried to the heart.
Oxygen-rich blood is pumped throughout the body by the heart.
Cells take in the oxygen rich blood and release carbon dioxide rich blood.
The carbon dioxide rich blood travels to the lungs.
Carbon dioxide travels through the throat and is exhaled.",How does the circulatory system work?,Biology,"The heart pumps blood through the arteries.
The arteries carry the blood to the capillaries.
The capillaries are the smallest and finest blood vessels in the body.
At the capillaries, oxygen from the blood diffuses into the tissue cells.
The cells use the oxygen to perform their functions.
Carbon dioxide is released by the cells and diffuses into the capillaries.
The carbon dioxide-rich blood is carried back to the heart by the veins.","Air : Blood
Windpipe : Arteries
Alveoli : Capillaries
Oxygen : Oxygen
Carbon dioxide : Carbon dioxide
Throat : Veins"
139,How do the lungs work?,"Air enters the nose or mouth and travels through the windpipe into the lungs.
The lungs have a series of smaller and finer tubes and sacs.
Air reaches the smallest and finest air sacs called alveoli.
Oxygen travels from the alveoli into the blood.
Oxygen-rich blood is carried to the heart.
Oxygen-rich blood is pumped throughout the body by the heart.
Cells take in the oxygen rich blood and release carbon dioxide rich blood.
The carbon dioxide rich blood travels to the lungs.
Carbon dioxide travels through the throat and is exhaled.",How does a sieve separate molecules?,Chemistry,"A chemical reaction takes place in a beaker.
The reactants enter the beaker and mix together.
The products of the reaction are separated using a sieve.
The larger molecules are trapped by the sieve, while the smaller molecules pass through.
The smaller molecules are now ready to be collected and used in other reactions.","Air : Reactants
Lungs : Beaker
Alveoli : Sieve
Oxygen-rich blood : Smaller molecules
Carbon dioxide-rich blood : Larger molecules"
140,How do the lungs work?,"A person breathes in oxygen.
The oxygen passes through the bronchial tubes to the lungs.
The oxygen is moved into the bloodstream.
Circulates through the body.
The cells in the body exchange the oxygen with carbon dioxide.
The bloodstream carries the carbon dioxide back to the lungs.
The lungs expel the carbon dioxide through the nose and mouth.",How does an electrical circuit work?,Electrical Engineering,"Electricity enters the circuit.
The electricity passes through the resistors in the circuit.
The resistors limit the amount of electricity flowing through the circuit.
The electricity is then distributed to the various components in the circuit.
The components exchange the electricity with their own energy. 
The electricity is then carried back to the source.","Oxygen : Electricity
Bronchial Tubes : Resistors
Bloodstream : Circuit
Cells : Components
Carbon Dioxide : Energy"
140,How do the lungs work?,"A person breathes in oxygen.
The oxygen passes through the bronchial tubes to the lungs.
The oxygen is moved into the bloodstream.
Circulates through the body.
The cells in the body exchange the oxygen with carbon dioxide.
The bloodstream carries the carbon dioxide back to the lungs.
The lungs expel the carbon dioxide through the nose and mouth.",How does an internal combustion engine work?,Mechanical Engineering,"A car takes in air through the air filter.
The air travels through the air intake system.
The air is compressed in the combustion chamber.
The compression creates heat which ignites the fuel.
The fuel and air mixture burns, creating energy.
The energy is used to power the engine.
Exhaust is expelled from the exhaust pipe.","Oxygen : Air
Bronchial tubes : Air intake system
Bloodstream : Combustion chamber
Cells : Fuel and air mixture
Carbon dioxide : Exhaust"
140,How do the lungs work?,"A person breathes in oxygen.
The oxygen passes through the bronchial tubes to the lungs.
The oxygen is moved into the bloodstream.
Circulates through the body.
The cells in the body exchange the oxygen with carbon dioxide.
The bloodstream carries the carbon dioxide back to the lungs.
The lungs expel the carbon dioxide through the nose and mouth.",How does a chemical reaction work?,Chemical Engineering,"A chemical reaction is placed in a container.
A reactant is introduced into the container.
The reactant is converted by the reaction into a product.
The product is then collected and removed from the container.","Oxygen : Reactant
Lungs : Container
Bloodstream : Reaction
Carbon dioxide : Product"
140,How do the lungs work?,"A person breathes in oxygen.
The oxygen passes through the bronchial tubes to the lungs.
The oxygen is moved into the bloodstream.
Circulates through the body.
The cells in the body exchange the oxygen with carbon dioxide.
The bloodstream carries the carbon dioxide back to the lungs.
The lungs expel the carbon dioxide through the nose and mouth.",How does a prism work?,Physics,"Light enters a prism.
The light is refracted by the sides of the prism, separating out the colors of the spectrum.
The colors are then reflected off of the back of the prism, creating a spectrum of colors.
The spectrum of colors is then projected through the prism and out of the other side.","oxygen : light
bronchial tubes : sides of the prism
bloodstream : reflected off the back of the prism
carbon dioxide : spectrum of colors
lungs : prism"
140,How do the lungs work?,"A person breathes in oxygen.
The oxygen passes through the bronchial tubes to the lungs.
The oxygen is moved into the bloodstream.
Circulates through the body.
The cells in the body exchange the oxygen with carbon dioxide.
The bloodstream carries the carbon dioxide back to the lungs.
The lungs expel the carbon dioxide through the nose and mouth.",How does the circulatory system work?,Biology,"The heart pumps blood.
The blood is propelled through the arteries.
Blood passes through the capillaries where oxygen is exchanged with carbon dioxide.
The carbon dioxide is returned to the heart via the veins.
The heart pumps the carbon dioxide back to the lungs.
The lungs expel the carbon dioxide through the nose and mouth.","Oxygen : Blood
Bronchial Tubes : Arteries
Bloodstream : Capillaries
Cells : Oxygen exchange
Carbon Dioxide : Carbon Dioxide"
140,How do the lungs work?,"A person breathes in oxygen.
The oxygen passes through the bronchial tubes to the lungs.
The oxygen is moved into the bloodstream.
Circulates through the body.
The cells in the body exchange the oxygen with carbon dioxide.
The bloodstream carries the carbon dioxide back to the lungs.
The lungs expel the carbon dioxide through the nose and mouth.",How does a chemical reaction works?,Chemistry,"A chemical reaction produces a reactant.
The reactant is transported through the reaction vessel to the catalyst.
The catalyst changes the reactant into a product.
The product is moved to a storage vessel.
The reactant is then reused in the reaction vessel.","Oxygen : Reactant
Bronchial tubes : Reaction Vessel
Bloodstream : Catalyst
Cells : Product
Carbon Dioxide : Storage Vessel"
141,How do the lungs work?,"You inhale.
Your diaphragm moves down.
Your lungs have more room.
Your lungs fill with air.
You exhale.
Your diaphragm moves back up.
Carbon dioxide is exhaled.
You start the process over again.",How does an electric motor work?,Electrical Engineering,"A person flips a switch.
The switch closes the circuit, allowing electricity to flow.
The electricity passes through the wires to a motor.
The motor turns and creates motion.
The switch is flipped to the off position, stopping the flow of electricity and the motion of the motor.","Inhale : Flip switch
Diaphragm : Circuit
Lungs : Wires
Air : Electricity
Exhale : Off Position
Carbon Dioxide : Motion"
141,How do the lungs work?,"You inhale.
Your diaphragm moves down.
Your lungs have more room.
Your lungs fill with air.
You exhale.
Your diaphragm moves back up.
Carbon dioxide is exhaled.
You start the process over again.",How do brakes work?,Mechanical Engineering,"You press the brake pedal.
The brake fluid moves through the brake lines.
The brake caliper squeezes the brake pads against the wheel.
The wheel is prevented from turning.
The brake pads are released when the brake pedal is released.
The brake fluid returns to the brake reservoir.
You start the process over again.","Inhale : Press brake pedal
Diaphragm : Brake fluid
Lungs : Brake lines
Air : Brake pads
Exhale : Release brake pedal
Carbon dioxide : Brake reservoir"
141,How do the lungs work?,"You inhale.
Your diaphragm moves down.
Your lungs have more room.
Your lungs fill with air.
You exhale.
Your diaphragm moves back up.
Carbon dioxide is exhaled.
You start the process over again.",How does a chemical reaction work?,Chemical Engineering,"A chemical reaction takes place in a reaction vessel.
The reactants enter the reaction vessel and mix.
The reactants are converted into products.
The products are released from the reaction vessel.
The products are collected and separated.","Inhale : Reactants enter
Diaphragm : Mixing
Lungs : Reaction vessel
Air : Products
Exhale : Released
Carbon dioxide : Collected and separated"
141,How do the lungs work?,"You inhale.
Your diaphragm moves down.
Your lungs have more room.
Your lungs fill with air.
You exhale.
Your diaphragm moves back up.
Carbon dioxide is exhaled.
You start the process over again.",How does a telescope filter light?,Physics,"Light enters a telescope.
The light travels through the lenses of the telescope, where unwanted reflections are filtered out.
The clear image then exits the telescope and is seen by the observer.
The filtered reflections are discarded and do not continue on in the image.
The filtered image is now ready for viewing.","Inhale : Light
Diaphragm : Telescope
Lungs : Lenses
Air : Unwanted Reflections
Exhale : Observer
Carbon Dioxide : Filtered Reflections"
141,How do the lungs work?,"You inhale.
Your diaphragm moves down.
Your lungs have more room.
Your lungs fill with air.
You exhale.
Your diaphragm moves back up.
Carbon dioxide is exhaled.
You start the process over again.",How does the heart pump blood?,Biology,"Blood enters the heart through the veins.
The heart contracts and pushes the blood through the chambers.
The blood is pumped to the lungs, where oxygen is taken in and carbon dioxide is expelled.
The oxygenated blood then flows back to the heart and is pumped out to the body.","inhale : enter
diaphragm : heart
lungs : chambers
air : oxygen
exhale : expelled
carbon dioxide : oxygenated blood"
141,How do the lungs work?,"You inhale.
Your diaphragm moves down.
Your lungs have more room.
Your lungs fill with air.
You exhale.
Your diaphragm moves back up.
Carbon dioxide is exhaled.
You start the process over again.",How does a chemical reaction work?,Chemistry,"A reactant is added to a reaction vessel.
The reactant is heated to a certain temperature.
This causes the molecules to move faster and react with each other.
The molecules form a product as a result of the reaction.
The product is removed from the reaction vessel.","Inhale : Reactant added
Diaphragm : Heated
Lungs : Reaction Vessel
Air : Molecules
Exhale : Product Removed
Carbon Dioxide : Result of Reaction"
157,Describe the process of recycling an aluminum can,"You place aluminum cans and other products into recycling bins.
Your town or a private company collect and transport the aluminum to a recycling facility.
The aluminum is sorted and cleaned at the central recycling facility.
The aluminum is melted down to remove coatings and inks.
The melted aluminum is formed into large formations called ingots.
The ingots are transported to another facility and rolled out to make them easier to manipulate.
The ingots can now be turned into new aluminum products.",Describe the process of recycling electrical components?,Electrical Engineering,"You place electrical components and other products into recycling bins.
Your town or a private company collect and transport the components to a recycling facility.
The components are sorted and cleaned at the central recycling facility.
The components are melted down to remove any plastic or metal casing.
The melted components are formed into large formations called ingots.
The ingots are transported to another facility and rolled out to make them easier to manipulate.
The ingots can now be turned into new electrical components.","Aluminum : Electrical components
Recycling bins : Recycling bins
Recycling facility : Recycling facility
Coatings and inks : Plastic or metal casing
Ingots : Ingots"
157,Describe the process of recycling an aluminum can,"You place aluminum cans and other products into recycling bins.
Your town or a private company collect and transport the aluminum to a recycling facility.
The aluminum is sorted and cleaned at the central recycling facility.
The aluminum is melted down to remove coatings and inks.
The melted aluminum is formed into large formations called ingots.
The ingots are transported to another facility and rolled out to make them easier to manipulate.
The ingots can now be turned into new aluminum products.",Describe the process of recycling a car engine,Mechanical Engineering,"You place a car engine into a recycling bin.
Your town or a private company collect and transport the engine to a recycling facility.
The engine is disassembled and the parts are sorted at the central recycling facility.
The parts are cleaned and inspected for wear and damage.
The usable parts are then re-manufactured and stored for future use.
The unusable parts are melted down and recast into new parts.
The new parts are then transported to another facility for use in new engines.","Aluminum cans : car engine
Recycling bins : recycling facility
central recycling facility : disassembly facility
Melted aluminum : melted parts
Ingots : re-manufactured and new parts"
157,Describe the process of recycling an aluminum can,"You place aluminum cans and other products into recycling bins.
Your town or a private company collect and transport the aluminum to a recycling facility.
The aluminum is sorted and cleaned at the central recycling facility.
The aluminum is melted down to remove coatings and inks.
The melted aluminum is formed into large formations called ingots.
The ingots are transported to another facility and rolled out to make them easier to manipulate.
The ingots can now be turned into new aluminum products.",Describe the process of recycling a plastic bottle?,Chemical Engineering,"You place plastic bottles and other products into recycling bins.
Your town or a private company collect and transport the plastic to a recycling facility.
The plastic is sorted and cleaned at the central recycling facility.
The plastic is heated to melt it down into a liquid form.
The melted plastic is then cooled and formed into pellets.
The pellets are transported to another facility and extruded to make them into the desired shape.
The plastic can now be turned into new plastic products.","Aluminum can : Plastic bottle
Melted aluminum : melted plastic
Ingots : pellets"
157,Describe the process of recycling an aluminum can,"You place aluminum cans and other products into recycling bins.
Your town or a private company collect and transport the aluminum to a recycling facility.
The aluminum is sorted and cleaned at the central recycling facility.
The aluminum is melted down to remove coatings and inks.
The melted aluminum is formed into large formations called ingots.
The ingots are transported to another facility and rolled out to make them easier to manipulate.
The ingots can now be turned into new aluminum products.",How does a laser work?,Physics,"A light source is placed inside a sealed container.
The light is then focused on a mirror that is placed at a 45 degree angle inside the container.
The light is reflected off the mirror and then bounced off a series of other mirrors within the container.
The light is eventually focused on a single point, creating a laser beam.
The laser beam can then be used to cut and manipulate materials.","Aluminum cans : Light source
Recycling bins : Sealed Container
Central recycling facility : Mirror
Melted aluminum : Mirrors
Ingots : Laser Beam"
157,Describe the process of recycling an aluminum can,"You place aluminum cans and other products into recycling bins.
Your town or a private company collect and transport the aluminum to a recycling facility.
The aluminum is sorted and cleaned at the central recycling facility.
The aluminum is melted down to remove coatings and inks.
The melted aluminum is formed into large formations called ingots.
The ingots are transported to another facility and rolled out to make them easier to manipulate.
The ingots can now be turned into new aluminum products.",How do organisms obtain energy?,Biology,"Organisms consume organic matter.
The organic matter is broken down and absorbed by the organism.
The nutrients are then transported to the cells.
The cells break down the nutrients to create energy and byproducts.
The energy is used for cellular processes and the byproducts are expelled from the organism.","aluminum can : organic matter
recycling bins : organism
recycling facility : cells
ingots : energy
rolling out : cellular processes
new aluminum products : byproducts"
157,Describe the process of recycling an aluminum can,"You place aluminum cans and other products into recycling bins.
Your town or a private company collect and transport the aluminum to a recycling facility.
The aluminum is sorted and cleaned at the central recycling facility.
The aluminum is melted down to remove coatings and inks.
The melted aluminum is formed into large formations called ingots.
The ingots are transported to another facility and rolled out to make them easier to manipulate.
The ingots can now be turned into new aluminum products.",Describe the process of chemical synthesis,Chemistry,"You place materials into a chemical reaction vessel.
The materials are heated and combined with chemicals to form new compounds.
The compounds are then separated and purified.
The purified compounds are cooled and formed into solid materials.
The solid materials are then transported to another facility where they are turned into new products.","Aluminum cans and other products : Materials
Recycling facility : Chemical reaction vessel
Sorting and cleaning : Heating and combining with chemicals
Melting down : Separating and purifying
Ingots : Solid materials"
158,Describe the process of recycling an aluminum can,"Put the aluminum can into a recycle bin.
The cans are transported to a facility.
The cans are shredded by a machine.
The cans are heated to 1400 degrees to melt them.
The molten metal is poured into molds.
The molds are flattened and rolled into sheets to reuse.",Describe the process of recycling an electrical device,Electrical Engineering,"The electrical device is placed in a recycle bin.
The device is taken to a recycling facility and is broken down into its component parts.
The components are then separated and sorted into categories.
The components are tested to ensure that they are still in working condition.
The components are then cleaned and reassembled into a working device.","aluminum can : electrical device
shredded : broken down
molten metal : components
molds : categories
sheets : reassembled"
158,Describe the process of recycling an aluminum can,"Put the aluminum can into a recycle bin.
The cans are transported to a facility.
The cans are shredded by a machine.
The cans are heated to 1400 degrees to melt them.
The molten metal is poured into molds.
The molds are flattened and rolled into sheets to reuse.",Describe the process of reconditioning an engine block,Mechanical Engineering,"An engine block is removed from a car.
The engine block is transported to a facility.
The engine block is machined in a CNC lathe to remove any imperfections.
The machined engine block is then heated to high temperatures to create a more durable surface.
The engine block is then cooled and painted with a corrosion-resistant coating.
The engine block is then reassembled and installed in a car.","aluminum can : engine block
recycle bin : car
shredding : machining
heat : high temperatures
molds : reassembly"
158,Describe the process of recycling an aluminum can,"Put the aluminum can into a recycle bin.
The cans are transported to a facility.
The cans are shredded by a machine.
The cans are heated to 1400 degrees to melt them.
The molten metal is poured into molds.
The molds are flattened and rolled into sheets to reuse.",How is a chemical product made?,Chemical Engineering,"Raw materials are combined in a chemical reaction.
The reactants are exposed to heat and pressure to form a product.
The product is filtered to remove impurities.
The product is cooled and solidified in a mold.
The solidified product is then processed to further refine the product's purity.","aluminum can : raw materials
shredding : chemical reaction
heating : heat and pressure
molds : mold
sheets : processing"
158,Describe the process of recycling an aluminum can,"Put the aluminum can into a recycle bin.
The cans are transported to a facility.
The cans are shredded by a machine.
The cans are heated to 1400 degrees to melt them.
The molten metal is poured into molds.
The molds are flattened and rolled into sheets to reuse.",How does a telescope filter light?,Physics,"Light enters a telescope.
The light travels through the lenses of the telescope, where unwanted reflections are filtered out.
The clear image then exits the telescope and is seen by the observer.
The filtered reflections are discarded and do not continue on in the image.
The filtered image is now ready for viewing.","Aluminum can : Light
Recycle bin : Telescope
Facility : Lenses
Machine : Unwanted Reflections
Molten metal : Filtered Reflections
Molds : Observer 
Sheets : Filtered Image"
158,Describe the process of recycling an aluminum can,"Put the aluminum can into a recycle bin.
The cans are transported to a facility.
The cans are shredded by a machine.
The cans are heated to 1400 degrees to melt them.
The molten metal is poured into molds.
The molds are flattened and rolled into sheets to reuse.",How does a plant grow?,Biology,"A seed is planted in the ground.
The seed absorbs water and nutrients from the soil to help it grow.
The seedling breaks out of the soil and reaches towards the sunlight.
The plant uses the energy from the sun to form chlorophyll and create food.
The plant produces oxygen and other waste products as byproducts.","Aluminum Can : Seed
Recycle Bin : Ground
Facility : Soil
Shredding Machine : Seedling
Heating : Sunlight
Molten Metal : Chlorophyll
Molds : Food
Sheets : Oxygen and other waste products"
158,Describe the process of recycling an aluminum can,"Put the aluminum can into a recycle bin.
The cans are transported to a facility.
The cans are shredded by a machine.
The cans are heated to 1400 degrees to melt them.
The molten metal is poured into molds.
The molds are flattened and rolled into sheets to reuse.",Describe the process of recycling a plastic bottle?,Chemistry,"Put a plastic bottle into a recycle bin.
The bottles are transported to a facility.
The bottles are broken down by a chemical process.
The molecules of the plastic are heated to break the bonds.
The molecules are then recombined into a new form.
The new form is used to create new products.","Aluminum can : plastic bottle
Shredded : broken down
Heated to melt : heated to break bonds
Molds : new form"
