source_id,source_subject,source_text,target_subject,target_text,target_mappings
747,How do caverns form?,"Water from the surface seeps below the soil.
The water comes into contact with the rock below.
The rock over the years carves through the rock.
The space in the rock becomes larger and forms into a cave.
As more rather rushes through the cave becomes a cavern.",How do canyons form?,"The surface of the Earth is constantly being eroded by wind, rain and other natural forces.
Over time, this erosion causes the rock to become weaker and break away.
These pieces of rock form small crevices, which can grow larger over time.
Eventually, these crevices form into large canyons or ravines.","Water : wind, rain, and other natural forces
Cave : crevices
Cavern : canyons or ravines"
747,How do caverns form?,"Water from the surface seeps below the soil.
The water comes into contact with the rock below.
The rock over the years carves through the rock.
The space in the rock becomes larger and forms into a cave.
As more rather rushes through the cave becomes a cavern.",How do canyons form?,"Wind blows across the sand and erodes the surface.
The wind continues to blow, eventually carving out a depression in the sand.
As the depression becomes deeper, the wind's force increases.
The sides of the depression become steeper and the depression becomes a canyon.
As the canyon continues to widen and deepen, it eventually forms a canyon. ","Water : wind
Rock : sand
Cave : depression
Cavern : canyon"
747,How do caverns form?,"Water from the surface seeps below the soil.
The water comes into contact with the rock below.
The rock over the years carves through the rock.
The space in the rock becomes larger and forms into a cave.
As more rather rushes through the cave becomes a cavern.",How do sand dunes form?,"Wind picks up dust and rocks from the surface.
The wind carries the dust and rocks and drops them on the ground.
Over time the dust and rocks are weathered by the wind.
The wind carries away the softer material, leaving the harder material behind.
The harder material is shaped and sculpted by the wind, forming sand dunes.","Water : wind
Soil : dust and rocks
Rock : ground
Cave : sand dunes"
769,How do green plants get the energy they need?,"Green is a color that gathers sunlight easily.
Sunlight is gathered by the leaves of the plant.
The sunlight is broken down into glucose through photosynthesis.
The glucose travels the plant.
The plant uses that glucose as energy to grow.",How do solar panels get the energy they need?,"Solar panels are able to gather sunlight easily.
The sunlight is absorbed into the cells of the solar panel.
The absorbed sunlight is converted into electricity by photovoltaic cells.
The electricity is passed through the wires of the solar panel.
The electricity is then used to power the appliances.","Green : solar panels
Sunlight : sunlight
Glucose : electricity
Photosynthesis : photovoltaic cells
Plant : solar panel
Grow : power appliances"
769,How do green plants get the energy they need?,"Green is a color that gathers sunlight easily.
Sunlight is gathered by the leaves of the plant.
The sunlight is broken down into glucose through photosynthesis.
The glucose travels the plant.
The plant uses that glucose as energy to grow.",How do solar panels get the energy they need?,"The sun radiates energy that is covered by solar panels.
The solar panels absorb the energy from the sun.
The energy is then converted into electrical energy.
The electrical energy can then be used to power devices.
The electric energy can be stored in a battery for later use.","Green : solar panels
Sunlight : energy
Glucose : electrical energy
Photosynthesis : conversion of energy
Plant : devices"
769,How do green plants get the energy they need?,"Green is a color that gathers sunlight easily.
Sunlight is gathered by the leaves of the plant.
The sunlight is broken down into glucose through photosynthesis.
The glucose travels the plant.
The plant uses that glucose as energy to grow.",How do solar cells get energy?,"Solar cells are designed to absorb sunlight.
The sunlight is absorbed by the cells and converted into electricity.
The electricity travels through wires to the energy converter.
The energy converter converts the electricity into usable energy.
The energy can then be used to power homes, businesses and other appliances.","
Green : Solar cells
Sunlight : sunlight
Glucose : electricity
Photosynthesis : energy converter
Plant : homes, businesses and other appliances"
770,How do lungs work?,"You breathe air in.
Air enters bronchial tubes.
Air is then split into the bronchioles of each lung.
Bronchioles have alveoli which are tiny air sacs.
Alveoli is surrounded by many small blood vessels.
Oxygen passes through alveoli into blood vessels.
Blood leaves the lungs as it travels through the body.
Blood carries carbon dioxide back to the lungs.
Carbon dioxide released when you exhale.",How does the digestive system work?,"The stomach receives food from the esophagus.
The food is then broken down by stomach acid and digestive enzymes.
The food particles are further broken down into smaller particles.
The small particles are then passed through the walls of the stomach into the small intestine.
Nutrients are absorbed into the bloodstream through the walls of the small intestine.
Undigested food particles are passed into the large intestine and then expelled from the body.","Breathe in : receive food
Bronchial tubes : esophagus
Bronchioles : stomach acid and digestive enzymes
Alveoli : small intestine
Blood vessels : walls of the small intestine
Carbon dioxide : undigested food particles"
770,How do lungs work?,"You breathe air in.
Air enters bronchial tubes.
Air is then split into the bronchioles of each lung.
Bronchioles have alveoli which are tiny air sacs.
Alveoli is surrounded by many small blood vessels.
Oxygen passes through alveoli into blood vessels.
Blood leaves the lungs as it travels through the body.
Blood carries carbon dioxide back to the lungs.
Carbon dioxide released when you exhale.",How does the digestive system work?,"A person drinks a glass of water.
The water travels through the esophagus and enters the stomach.
The stomach secretes digestive juices to break down the water.
The water is then passed on to the small intestine,
where the nutrients are absorbed.
The water is then passed on to the large intestine,
where the remaining water is absorbed.
The waste products are then eliminated from the body through the rectum.","Breathe air in : drink a glass of water
Bronchial tubes : esophagus
Bronchioles : small intestine
Alveoli : large intestine
Oxygen : nutrients
Carbon dioxide : waste products"
770,How do lungs work?,"You breathe air in.
Air enters bronchial tubes.
Air is then split into the bronchioles of each lung.
Bronchioles have alveoli which are tiny air sacs.
Alveoli is surrounded by many small blood vessels.
Oxygen passes through alveoli into blood vessels.
Blood leaves the lungs as it travels through the body.
Blood carries carbon dioxide back to the lungs.
Carbon dioxide released when you exhale.",How does digestion work?,"You eat food.
Food passes down the esophagus into the stomach.
The stomach produces digestive juices and enzymes.
The food is broken down into nutrients.
The nutrients are then passed into the small intestine.
The small intestine absorbs the nutrients and passes them into the bloodstream.
The bloodstream carries the nutrients to the cells of the body.
The cells use the nutrients to produce energy.
Waste product is then removed from the body through the colon.","Air : food
Bronchial tubes : esophagus
Bronchioles : stomach
Alveoli : small intestine
Blood vessels : bloodstream
Oxygen : nutrients
Carbon dioxide : waste product"
771,How do lungs work?,"Air is taken into the body via the nose or mouth.
The air travels into the windpipe.
The windpipe divides the air to the two lungs via the bronchial tubes.
The lungs oxygenate the blood in the body.
Carbon dioxide is filtered out by every cell in the body.
The carbon dioxide is carried back to the lungs via the bloodstream.
The carbon dioxide is exhaled.",How does a solar panel works?,"Solar energy is captured by photovoltaic cells.
The photovoltaic cells transform the solar energy into electrical energy.
The electrical energy is carried by copper wires.
The electrical energy is directed to an inverter.
The inverter converts the energy into an alternating current.
The alternating current is stored in a battery or sent to the electrical grid.","Air : solar energy
Windpipe : photovoltaic cells
Bronchial tubes : copper wires
Body : inverter
Bloodstream : battery
Lungs : electrical grid"
771,How do lungs work?,"Air is taken into the body via the nose or mouth.
The air travels into the windpipe.
The windpipe divides the air to the two lungs via the bronchial tubes.
The lungs oxygenate the blood in the body.
Carbon dioxide is filtered out by every cell in the body.
The carbon dioxide is carried back to the lungs via the bloodstream.
The carbon dioxide is exhaled.",How does the heart work?,"Blood enters the heart through two veins.
The blood is then pumped to the lungs for oxygenation.
The oxygenated blood is then returned to the heart,
where it is pumped to the rest of the body.
The deoxygenated blood then returns to the heart through two other veins.
The heart pumps the deoxygenated blood to the lungs,
where it receives oxygen and expels carbon dioxide.
The oxygenated blood is then pumped back to the body.","Air : blood
Windpipe : two veins
Bronchial tubes : lungs
Lungs : heart
Carbon dioxide : oxygen"
771,How do lungs work?,"Air is taken into the body via the nose or mouth.
The air travels into the windpipe.
The windpipe divides the air to the two lungs via the bronchial tubes.
The lungs oxygenate the blood in the body.
Carbon dioxide is filtered out by every cell in the body.
The carbon dioxide is carried back to the lungs via the bloodstream.
The carbon dioxide is exhaled.",How does a computer work?,"A computer receives input through the keyboard and mouse.
The input is sent to the processor, which interprets the input and carries out commands.
The processor sends the commands to the memory, which stores the data.
The data is then sent to the motherboard, which distributes the data to the other components of the computer.
The output is then displayed on the computer screen.","Air : input
Windpipe : keyboard and mouse
Bronchial tubes : processor
Lungs : memory
Bloodstream : motherboard"
772,How do lungs work?,"Air is drawn in through the mouth.
The air goes down the esophagus.
The air moves into the lungs.
The carbon dioxide is removed.
The remaining oxygen enters the body.
The remaining carbon dioxide is expelled through the mouth.",How does the digestive system work?,"Food is taken in through the mouth.
The food moves down the esophagus.
The food moves into the stomach.
The stomach acid breaks down the food.
The nutrients are absorbed by the body.
The remaining waste is expelled through the anus.","Air : food
Lungs : stomach
Carbon dioxide : stomach acid
Oxygen : nutrients
Mouth : anus"
772,How do lungs work?,"Air is drawn in through the mouth.
The air goes down the esophagus.
The air moves into the lungs.
The carbon dioxide is removed.
The remaining oxygen enters the body.
The remaining carbon dioxide is expelled through the mouth.",How does the digestive system work?,"Food is ingested through the mouth.
The food travels down the esophagus.
The food enters the stomach, where it is broken down.
Nutrients are absorbed by the body, while the remaining waste is expelled through the rectum.
The expelled waste is sent to the large intestine, where water is reabsorbed.
The waste is then expelled through the anus.","Air : food
Lungs : stomach
Oxygen : nutrients
Carbon dioxide : waste
Mouth : anus"
772,How do lungs work?,"Air is drawn in through the mouth.
The air goes down the esophagus.
The air moves into the lungs.
The carbon dioxide is removed.
The remaining oxygen enters the body.
The remaining carbon dioxide is expelled through the mouth.",How does the digestive system work?,"Food is taken in through the mouth.
The food goes down the esophagus.
The food moves into the stomach.
The food is broken down by enzymes.
The broken down food is absorbed through the stomach walls.
The waste is expelled out of the body through the anus.","Air : food
Lungs : stomach
Oxygen : broken down food
Carbon dioxide : waste"
773,How do minerals form?,"Magma cools inside the crust.
Magma crystalizes.
Lava cools on the surface.
Lava crystalizes.
Minerals dissolved in water crystlize.",How do minerals enter the atmosphere?,"Volcanic gases cool in the atmosphere.
The gases condense and form clouds.
The clouds form droplets of water.
The droplets of water fall to the ground as rain, snow, or hail.
The water evaporates and enters the atmosphere, leaving behind minerals.","Magma : volcanic gases
Crystalizes : condense
Lava : clouds
Water : droplets of water"
773,How do minerals form?,"Magma cools inside the crust.
Magma crystalizes.
Lava cools on the surface.
Lava crystalizes.
Minerals dissolved in water crystlize.",How do meteorites form minerals?,"Asteroids travel through space.
Asteroids enter the Earth's atmosphere.
Asteroids heat up as it enters the atmosphere and some of it vaporizes.
The vaporized asteroids cool and crystalize.
The vaporized asteroids form a dust-like material called meteorite dust that falls back to the Earth.
Minerals are deposited from the meteorite dust.","Magma : asteroids
Lava : vaporized asteroids
Water : meteorite dust"
773,How do minerals form?,"Magma cools inside the crust.
Magma crystalizes.
Lava cools on the surface.
Lava crystalizes.
Minerals dissolved in water crystlize.",How do asteroids form minerals? ,"Asteroids enter Earth's atmosphere.
The asteroids heat up and start to melt.
The molten material starts to cool and form solid rocks.
The solid rocks break up into smaller pieces due to air drag.
The smaller pieces cool further and the minerals inside them crystalize. ","Magma : molten material
Lava : solid rocks
Water : air drag"
775,How do minerals form?,"There are places inside Earth where rock will melt.
Melted rock inside the Earth is also called molten rock, or magma.
Magma moves up through Earth's crust, but it does not always reach the surface.
When magma erupts onto Earth's surface, it is known as lava.
As lava flows from volcanoes it starts to cool.
Minerals form when magma and lava cool.",How are minerals brought to the Earth's surface?,"When water evaporates, the water molecules in it become gas molecules and they rise into the atmosphere.
As the molecules rise higher, they cool and condense into tiny droplets of liquid water.
These droplets form clouds, and they eventually fall back to Earth as rain.
As the raindrops fall, they collect dust particles, which become part of the droplet.
When the droplet reaches the ground, the minerals in the water become part of the soil. ","Molten rock : water molecules
Magma : gas molecules
Lava : droplets of liquid water
Volcanoes : clouds
Cooling : falling raindrops"
775,How do minerals form?,"There are places inside Earth where rock will melt.
Melted rock inside the Earth is also called molten rock, or magma.
Magma moves up through Earth's crust, but it does not always reach the surface.
When magma erupts onto Earth's surface, it is known as lava.
As lava flows from volcanoes it starts to cool.
Minerals form when magma and lava cool.",How do metamorphic rocks form?,"There are places inside Earth where sedimentary rocks are exposed to high temperatures and pressures.
These rocks are subjected to chemical and physical processes that cause them to change their composition.
The sedimentary rocks are changed into metamorphic rocks through these processes.
The metamorphic rocks become harder and more resistant to weathering,
forming crystals which are the minerals that are found in the rock.","Melted rock : sedimentary rocks
Magma : metamorphic rocks
Lava : crystals
Cooling : high temperatures and pressures"
775,How do minerals form?,"There are places inside Earth where rock will melt.
Melted rock inside the Earth is also called molten rock, or magma.
Magma moves up through Earth's crust, but it does not always reach the surface.
When magma erupts onto Earth's surface, it is known as lava.
As lava flows from volcanoes it starts to cool.
Minerals form when magma and lava cool.",How do minerals form?,"Minerals form when water evaporates under the sun.
Minerals can also form when water flows away from an area,
leaving behind the dissolved minerals.
When the water evaporates, it leaves the dissolved minerals behind.
These minerals form a crystal lattice and form the mineral.","Molten rock : water
Magma : dissolved minerals
Lava : evaporates"
779,How do plants obtain and use water?,"Plants absorb water from the ground through their root systems.
Using sunlight, the plant separates the hydrogen and oxygen molecules through the process of photosynthesis.
The plant releases the oxygen into the atmosphere.
Combines the hydrogen with carbon dioxide to create an intermediate.
The intermediate is used to produce glucose which is the plant's food.",How do animals obtain and use water?,"Animals obtain water by drinking from a water source or eating food that contains water.
The water is then absorbed into the bloodstream and transported to cells throughout the body.
The cells then use the water to break down food molecules and create energy in the form of ATP.
Wastes are also removed from the cells and transported out of the body through urine and sweat.","Plants : Animals
Root systems : drinking from a water source or eating food
Photosynthesis : absorbed into the bloodstream
Oxygen : wastes
Hydrogen : urine and sweat"
779,How do plants obtain and use water?,"Plants absorb water from the ground through their root systems.
Using sunlight, the plant separates the hydrogen and oxygen molecules through the process of photosynthesis.
The plant releases the oxygen into the atmosphere.
Combines the hydrogen with carbon dioxide to create an intermediate.
The intermediate is used to produce glucose which is the plant's food.",How do animals obtain and use energy?,"Animals obtain energy from the food they consume.
Digestion separates the molecules into simple forms.
The simple forms of molecules, such as glucose, are absorbed into the bloodstream.
The glucose is broken down further by the body to create energy.
This energy is used by the body to perform various activities.","Plants : Animals
Water : Food
Hydrogen : Glucose
Oxygen : Energy
Photosynthesis : Digestion
Intermediate : Glucose
Glucose : Energy"
779,How do plants obtain and use water?,"Plants absorb water from the ground through their root systems.
Using sunlight, the plant separates the hydrogen and oxygen molecules through the process of photosynthesis.
The plant releases the oxygen into the atmosphere.
Combines the hydrogen with carbon dioxide to create an intermediate.
The intermediate is used to produce glucose which is the plant's food.",How do animals obtain and use water?,"Animals obtain water through the ingestion of food and by drinking.
The water is then transported throughout the body by the circulatory system.
The liver breaks down the water into hydrogen and oxygen.
The oxygen is used in the cells to produce energy and the hydrogen is used to create glucose.
The glucose is then used as a source of energy for the animal.","Plants : Animals
Root systems : ingestion of food and drinking
Photosynthesis : liver
Oxygen : oxygen
Hydrogen : hydrogen
Glucose : glucose"
782,How do plants use animals to help disburse their seeds?,"Plants create light weight seeds.
The wind is able to blow the seeds off of the plants.
The wind carries the seeds through the air to other areas.
The seeds get caught in the fur of animals.
The animals move and lay down on the ground.
The seeds get deposited on the ground.
The seeds become plants.",How do birds use other birds to help disburse their eggs?,"Birds create lightweight eggs.
The wind is able to move the eggs off of the bird's nest.
The wind carries the eggs through the air to other areas.
The eggs get caught in the feathers of birds.
The birds fly and rest in different locations.
The eggs get deposited on the ground.
The eggs hatch and become baby birds.","Plants : Birds
Seeds : Eggs
Fur of animals : Feathers of birds"
782,How do plants use animals to help disburse their seeds?,"Plants create light weight seeds.
The wind is able to blow the seeds off of the plants.
The wind carries the seeds through the air to other areas.
The seeds get caught in the fur of animals.
The animals move and lay down on the ground.
The seeds get deposited on the ground.
The seeds become plants.",How do birds use other birds to help disburse their eggs?,"Birds create light weight eggs.
The wind is able to blow the eggs off of the birds.
The wind carries the eggs through the air to other areas.
The eggs get caught in the feathers of other birds.
The birds move and lay down on the ground.
The eggs get deposited on the ground.
The eggs become birds.","seeds : eggs
plants : birds
fur of animals : feathers of other birds"
782,How do plants use animals to help disburse their seeds?,"Plants create light weight seeds.
The wind is able to blow the seeds off of the plants.
The wind carries the seeds through the air to other areas.
The seeds get caught in the fur of animals.
The animals move and lay down on the ground.
The seeds get deposited on the ground.
The seeds become plants.",How do mushrooms use animals to help disperse their spores?,"Mushrooms create small spores.
The wind is able to blow the spores off of the mushrooms.
The wind carries the spores through the air to other areas.
The spores get caught on the feet of animals.
The animals move and the spores get deposited on the ground.
The spores become mushrooms. ","seeds : spores
plants : mushrooms
animals : animals
ground : ground"
783,How do plants use animals to help disburse their seeds?,"Plants produce fruit which contain seeds of the plant.
An animal eats the fruit from a plant.
The animal digests the fruit.
The seeds are not digested.
The seeds pass through the animal's digestive system.
The seeds are in the animal's droppings.
The seeds are now in another location and can grow.",How do birds use predators to help disburse their eggshells?,"Birds create nests which contain eggs of the bird.
A predator eats the eggs from a nest.
The predator digests the eggs.
The eggshells are not digested.
The eggshells pass through the predator's digestive system.
The eggshells are in the predator's droppings.
The eggshells are now in another location and can be reused by other birds.","plant fruit : bird eggs
animal : predator
seeds : eggshells"
783,How do plants use animals to help disburse their seeds?,"Plants produce fruit which contain seeds of the plant.
An animal eats the fruit from a plant.
The animal digests the fruit.
The seeds are not digested.
The seeds pass through the animal's digestive system.
The seeds are in the animal's droppings.
The seeds are now in another location and can grow.",How do plants use birds to help disburse their materials?,"Birds make nests with plant materials.
The birds lay eggs in their nest.
The eggs hatch and the young birds feed on the plant materials in the nest.
The parent birds feed the young with food they find in the environment.
The birds fly away with the plant materials still in their beaks.
The birds drop the plant materials in other locations.
The materials can grow in these new locations.","Fruit : plant materials
Animal : birds
Digestive system : nest
Seeds : eggs
Droppings : beaks"
783,How do plants use animals to help disburse their seeds?,"Plants produce fruit which contain seeds of the plant.
An animal eats the fruit from a plant.
The animal digests the fruit.
The seeds are not digested.
The seeds pass through the animal's digestive system.
The seeds are in the animal's droppings.
The seeds are now in another location and can grow.",How do birds use their nests to help disburse plants?,"Birds build nests with grass, twigs and other materials.
The birds lay eggs in the nest and the eggs hatch.
The baby birds are fed by their parents and grow.
The baby birds leave their nest when they are old enough to fly.
The nest materials, including the eggs that did not hatch, are left in a different location from where it was built.
The materials can help new plants to grow in new locations. ","Fruit : eggs
Seeds : materials
Animal : birds
Digestive system : nest
Droppings : location"
784,How do plants use animals to help disburse their seeds?,"A plant produces a fruit with seeds in it.
An animal eats the fruit.
The animal wanders to another area.
The animal defecates.
The seeds are included in the waste.
The seeds produce a new plant.",How do birds help plants disburse their seeds?,"A bird builds a nest in a tree.
The bird lays eggs in the nest.
The eggs are incubated by the bird.
Once the eggs hatch, the bird feeds the chicks.
The chicks then leave the nest and fly to other areas.
The chicks release the seeds from the food they ate,
which produces a new plant in other areas.","
Fruit : eggs
Seeds : seeds
Animal : bird
Defecates : fly"
784,How do plants use animals to help disburse their seeds?,"A plant produces a fruit with seeds in it.
An animal eats the fruit.
The animal wanders to another area.
The animal defecates.
The seeds are included in the waste.
The seeds produce a new plant.",How do birds help disburse their feathers?,"A bird builds a nest and lays eggs inside.
The eggs hatch and the fledgling birds feed on the insects and worms near the nest.
When they are old enough, the birds fly away.
They may travel to another area to find new sources of food.
In the process, they may drop feathers that were once in the nest, which can create a new nesting site for other birds.","fruit with seeds : eggs
animal : bird
defecate : drop feathers"
784,How do plants use animals to help disburse their seeds?,"A plant produces a fruit with seeds in it.
An animal eats the fruit.
The animal wanders to another area.
The animal defecates.
The seeds are included in the waste.
The seeds produce a new plant.",How do birds use nests to help disburse their eggs?,"A bird builds a nest with twigs and leaves.
The bird lays eggs in the nest.
The bird flies to another area.
The bird leaves the nest behind.
The nest may be discovered by another bird.
The second bird may use the nest for its own eggs.","Fruit : twigs and leaves
Seeds : eggs
Animal : bird"
794,How do the lungs work?,"Air enters the lungs through bronchial tubes.
Air enters bronchioles.
Bronchioles have tiny air sacs called alveoli.
Alveoli surrounded by small blood vessels.
Oxygen absorbed by small blood vessels.
Vessels deliver oxygen to every cell in the body.
Blood brings carbon dioxide back to lungs.
Carbon dioxide released when you exhale.",How does the digestive system work?,"Food enters the digestive system through the mouth.
Food is broken down into smaller pieces.
The small pieces pass into the small intestine.
The small intestine is lined with small projections called villi.
The villi absorb the nutrients from the food and deliver it to the bloodstream.
The bloodstream carries the nutrients to every cell in the body.
Wastes are brought back to the large intestine and removed from the body.","Bronchial tubes : mouth
Bronchioles : small intestine
Alveoli : villi
Small blood vessels : bloodstream
Carbon dioxide : wastes"
794,How do the lungs work?,"Air enters the lungs through bronchial tubes.
Air enters bronchioles.
Bronchioles have tiny air sacs called alveoli.
Alveoli surrounded by small blood vessels.
Oxygen absorbed by small blood vessels.
Vessels deliver oxygen to every cell in the body.
Blood brings carbon dioxide back to lungs.
Carbon dioxide released when you exhale.",How does the circulatory system works?,"The heart pumps blood to the body through arteries.
The arteries branch off into smaller vessels called arterioles.
The arterioles branch off even smaller vessels called capillaries.
The capillaries deliver the nutrients to the cells of the body.
The cells then absorb the nutrients and produce waste.
The waste is then collected by the capillaries and taken to the veins.
The veins take the waste back to the heart, which pumps it to the lungs.
The lungs expel the waste when we exhale.","
Bronchial tubes : arteries
Bronchioles : arterioles
Alveoli : capillaries
Small blood vessels : veins
Oxygen : nutrients
Carbon dioxide : waste"
794,How do the lungs work?,"Air enters the lungs through bronchial tubes.
Air enters bronchioles.
Bronchioles have tiny air sacs called alveoli.
Alveoli surrounded by small blood vessels.
Oxygen absorbed by small blood vessels.
Vessels deliver oxygen to every cell in the body.
Blood brings carbon dioxide back to lungs.
Carbon dioxide released when you exhale.",How does the digestive system work? ,"Food enters the stomach through the esophagus.
The stomach breaks down the food with digestive enzymes.
Food particles enter the small intestine.
The small intestine absorbs nutrients from the food particles.
Nutrients are transported through the bloodstream to the body's cells.
The bloodstream carries waste products like carbon dioxide back to the stomach.
The stomach then expels the waste products out of the body.","Air : food
Bronchial tubes : esophagus
Bronchioles : small intestine
Alveoli : nutrients
Small blood vessels : bloodstream
Oxygen : nutrients
Carbon dioxide : waste products"
795,How do the lungs work?,"You breathe in.
Air goes through all the little branches in your lungs to fill up the air sacs, or alveoli.
Oxygen goes through the walls of the alveoli and into the capillaries.
The oxygen goes into the bloodstream.
Oxygen is left and carbon dioxide is picked up.
You breathe it out through your lungs.",How does the digestive system work?,"You swallow food.
The food goes down your esophagus and into your stomach.
The stomach churns the food, breaking it down into small pieces.
The food is moved further down the digestive system, where enzymes and acids break it down even more.
The food is then moved to the small intestine, where nutrients are absorbed into the bloodstream.
The waste is then moved to the large intestine, where excess water is removed before it is finally passed out. ","Lungs : digestive system
Air : food
Air sacs : stomach
Capillaries : small intestine
Oxygen : nutrients
Carbon dioxide : waste"
795,How do the lungs work?,"You breathe in.
Air goes through all the little branches in your lungs to fill up the air sacs, or alveoli.
Oxygen goes through the walls of the alveoli and into the capillaries.
The oxygen goes into the bloodstream.
Oxygen is left and carbon dioxide is picked up.
You breathe it out through your lungs.",How does the digestive system work?,"You eat food.
The food is broken down into small pieces in the stomach.
The small pieces are then sent to the small intestine.
The small intestine absorbs the nutrients from the food and moves them into the bloodstream.
The nutrients are then carried to the cells throughout the body.
The cells use the nutrients to create energy and produce waste.
The waste is sent to the large intestine and excreted.","Breathe in : Eat food
Breathe out : Excreted
Lungs : Stomach, small intestine, large intestine
Air sacs : Nutrients
Alveoli : Cells
Capillaries : Bloodstream"
795,How do the lungs work?,"You breathe in.
Air goes through all the little branches in your lungs to fill up the air sacs, or alveoli.
Oxygen goes through the walls of the alveoli and into the capillaries.
The oxygen goes into the bloodstream.
Oxygen is left and carbon dioxide is picked up.
You breathe it out through your lungs.",How do the digestive system works?,"You eat food.
The food is broken down in the stomach and small intestine and nutrients are absorbed.
The nutrients travel through the bloodstream and into the cells of the body.
The cells use the nutrients to generate energy and the leftovers are sent to the liver.
The liver processes the leftovers and sends them to the kidneys to be removed from the body.","Air : food
Alveoli : stomach and small intestine
Capillaries : cells
Oxygen : nutrients
Carbon dioxide : leftovers
Lungs : kidneys"
796,How do the lungs work?,"Air is brought in through the mouth.
Passes through the lungs.
And into the bronchial tissue.
The carbon dioxide is removed.
The lungs bring the oxygen to the rest of the body.",How does the digestive system work?,"Food is brought in through the mouth.
The food is chewed and mixed with saliva.
The food passes through the esophagus into the stomach.
The stomach churns the food and mixes it with digestive juices to break it down.
The nutrients are absorbed into the small intestine.
The waste is passed out of the body through the large intestine.","Air : food
Lungs : esophagus, stomach, small and large intestine
Bronchial tissue : saliva
Carbon dioxide : waste"
796,How do the lungs work?,"Air is brought in through the mouth.
Passes through the lungs.
And into the bronchial tissue.
The carbon dioxide is removed.
The lungs bring the oxygen to the rest of the body.",How does the digestive system work? ,"Food is taken in through the mouth.
It passes through the digestive system.
And into the intestinal tract.
The nutrients are absorbed by the body.
The digestive system brings the food to the rest of the body.","
Air : food
Lungs : digestive system
Bronchial tissue : intestinal tract
Carbon dioxide : nutrients"
796,How do the lungs work?,"Air is brought in through the mouth.
Passes through the lungs.
And into the bronchial tissue.
The carbon dioxide is removed.
The lungs bring the oxygen to the rest of the body.",How does the heart work?,"The heart pumps blood throughout the body.
Blood is brought in through the vena cava.
The blood passes into the right atrium.
The right atrium pumps the blood into the right ventricle.
The right ventricle pumps the blood to the lungs to be oxygenated.
The oxygenated blood is sent from the lungs to the left atrium.
The left atrium pumps the blood into the left ventricle.
The left ventricle pumps the blood to the rest of the body.","
Air : blood
Mouth : vena cava
Lungs : right atrium
Bronchial tissue : right ventricle
Carbon dioxide : oxygen"
807,How do you make ice cubes?,"Get an ice cube tray.
Fill the tray with cool water.
Place the tray in the freezer.
Leave the tray in the freezer for a few hours.
Take they tray out of the freezer.
Pop the ice cubes out of tray.",How do you make fruit or vegetable cubes?,"Gather fruits or vegetables of your choice.
Chop them into small pieces.
Fill a blender or food processor with the chopped pieces.
Mix the pieces together until they form a puree.
Fill an ice cube tray with the puree.
Place the tray in the freezer.
Leave the tray in the freezer for a few hours.
Pop the cubes out of the tray.","Ice cubes : fruit or vegetable cubes
Cool water : chopped pieces"
807,How do you make ice cubes?,"Get an ice cube tray.
Fill the tray with cool water.
Place the tray in the freezer.
Leave the tray in the freezer for a few hours.
Take they tray out of the freezer.
Pop the ice cubes out of tray.",How do you make popsicles?,"Get a popsicle tray.
Pour a flavored drink into the tray.
Place the tray in the freezer.
Leave the tray in the freezer for a few hours.
Take the tray out of the freezer.
Remove the popsicles from the tray.","Ice cube tray : popsicle tray
Cool water : flavored drink
Ice cubes : popsicles"
807,How do you make ice cubes?,"Get an ice cube tray.
Fill the tray with cool water.
Place the tray in the freezer.
Leave the tray in the freezer for a few hours.
Take they tray out of the freezer.
Pop the ice cubes out of tray.",How do you make ice cream?,"Get an ice cream container.
Mix together the ingredients for your favorite ice cream flavor.
Pour the mixture into the container.
Place the container in the freezer.
Leave the container in the freezer for a few hours.
Take the container out of the freezer.
Scoop the ice cream out of the container.","Ice cube tray : ice cream container
Cool water : ingredients for ice cream
Pop the ice cubes : scoop the ice cream"
808,How do you make ice cubes?,"You find an empty ice cube tray.
You fill the tray with warm water.
You carefully place the tray on an even surface in a freezer that is at least 32 degree Farhenheit, the freezing point of water.
The water begins to get colder until it starts to freeze solid.
The water expands as it freezes, one of the few liquids that has greater volume as a solid.
Because you used warm water, the gasses in the water had evaporated out, so you will have nice clear ice cubes without cracks from the trapped gasses.",How do you make cookies?,"You find a chocolate chip cookie dough recipe.
You measure and combine the ingredients in a bowl.
You roll the dough into balls.
You carefully place the cookie dough balls on a baking sheet.
You bake the cookies in an oven at the recommended temperature.
The cookies slowly expand and become golden brown.
The heat from the oven causes the baking soda in the recipe to react and the cookies become soft and chewy with a nice flavor.","Ice cube tray : baking sheet
Warm water : cookie dough
Freezer : oven
Freezing point of water : recommended temperature
Expands : expand and become golden brown"
